game_id,Season,result,starplayer_difference,rpi_rating_difference,Log5,adjoe_difference,adjde_difference,EFG-OEEG,TPP-DTPP_difference,SRS_difference,SOS_difference,adjwin_difference,Hostwin_difference,coach_influence_difference,previous_performance_dif
2007-1305-1166,2007,1,1,0.008,0.410772881,4.0988,-6.0551,6.607619318,-0.0167,-1.99,-5.15,0.199286988,-0.166666666,-16.05934316,-4
2007-1310-1197,2007,1,0,0,0.689767224,5.6522,0.2662,-3.721836834,0.0187,6.32,2.79,0.085714286,0.142857143,5.881257946,0
2007-1314-1425,2007,1,0,-0.008,0.878784379,9.0363,5.8748,-0.746476337,0.0144,12.63,1.43,0.152204837,0.133333333,102.1895159,23
2007-1323-1457,2007,0,0,-0.07,0.632680108,5.4188,-0.8004,-0.621799625,0.0157,7.77,6.17,-0.172794118,-0.1,-10.17024669,1
2007-1326-1148,2007,1,0,0.021,0.977505397,13.977,13.8471,6.475892194,0.0404,25.17,15.51,0.212368024,0.9,43.35626571,-1
2007-1326-1196,2007,0,-1,0.025,0.559648502,-1.851,3.0095,-7.339633718,0.036,-2.28,1.69,0.025897436,-0.023076923,-17.8514233,-51
2007-1326-1462,2007,1,0,0.022,0.808490248,1.4492,8.5538,0.200926635,0.0265,7.36,5.64,0.165309201,0.328571429,40.99842927,0
2007-1332-1275,2007,1,0,0.087,0.811599029,12.5453,-0.9315,-1.51294501,0.0391,11.14,3.52,0.232760033,0.208333333,20.21027907,1
2007-1332-1424,2007,1,0,-0.001,0.622172243,6.0301,-1.7006,1.750059011,-0.0231,2.97,0.93,-0.021621621,0.125,-43.53834894,7
2007-1338-1460,2007,1,0,0.109,0.840188752,11.9443,0.9401,6.402353406,-0.0171,15.05,8.84,0.085995086,-0.041666667,5.96103225,7
2007-1345-1112,2007,1,1,-0.001,0.490653061,-8.5636,7.1115,1.966379016,0.0128,-1.59,-1.87,-0.054648957,0.071428571,-184.1538602,-130
2007-1345-1196,2007,0,0,0.007,0.208594915,-10.864,0.0304,-10.48498276,0.0215,-9.17,1.55,-0.245294118,-0.351648352,-64.9133207,-52
2007-1356-1439,2007,1,1,0.015,0.625204052,-3.2304,6.1557,1.024281447,-0.0598,-0.76,-0.73,0.188888889,0.166666667,6.735818735,2
2007-1390-1257,2007,0,0,-0.062,0.268214915,-3.8899,-3.4533,-0.808737136,-0.0763,-4.92,1.37,-0.111574953,0,-85.39245334,-22
2007-1394-1458,2007,0,0,0.154,0.093357552,-0.4577,-15.4513,2.171194827,-0.0028,-16.21,-11.75,-0.009090909,0.261904762,-19.00036852,-13
2007-1397-1253,2007,1,0,0.113,0.785189706,0.9592,8.5095,-0.937194908,0.0334,12.73,11.22,-0.119821429,-0.044444444,23.33145887,1
2007-1397-1326,2007,0,0,-0.007,0.157168722,-5.5021,-6.7394,-6.553218615,0.0167,-6.57,0.12,-0.224468865,-0.344444444,-25.60317026,0
2007-1397-1438,2007,1,0,0.029,0.596847018,1.3428,1.5609,-2.91755622,0.0472,2.08,1.19,0.030178571,0.355555556,15.27144949,1
2007-1400-1308,2007,1,1,0.001,0.82796688,12.9966,-0.2621,0.47122386,0.0168,10.56,6.11,0.004033614,0.5,93.56290446,40
2007-1401-1272,2007,0,-1,0.01,0.540899062,4.1694,-2.2434,4.950020462,-0.0236,1.55,1.22,-0.108426073,-0.314285714,-48.47430659,-6
2007-1401-1335,2007,1,0,0.112,0.902035534,8.9711,7.6874,8.723152013,0.0086,17.11,6.77,0.039089184,0.066666667,12.05386939,1
2007-1403-1130,2007,0,0,0.102,0.407106271,-5.0978,1.8661,-5.205864746,0.042,-4.05,-2.05,-0.005347594,-0.214285714,147.2851021,-2
2007-1417-1196,2007,0,-1,0.01,0.370698131,-5.3428,0.7485,-8.521983287,0.0414,-2.92,2.5,-0.032222222,-0.123076923,-19.04446319,-30
2007-1417-1242,2007,1,-1,-0.007,0.351276149,0.6897,-4.5062,-5.168821417,0.0003,-1.72,2.98,-0.048538011,-0.1,-18.72135206,15
2007-1417-1338,2007,1,0,-0.021,0.538367575,-2.1016,2.7512,-0.886248023,0.0315,3.91,1.31,0.037237237,0.175,21.36881183,15
2007-1417-1451,2007,1,0,0.043,0.962761737,12.1152,11.7874,2.273551884,0.0306,24.93,13.17,0.196527778,0.466666667,52.69253991,22
2007-1424-1210,2007,1,0,0.032,0.423159747,-4.8371,2.0169,-2.113563572,-0.0005,-4.19,-3.99,0.226351351,0.35,48.87067165,-23
2007-1425-1116,2007,1,0,0.053,0.432345171,1.5788,-3.2372,3.13303666,0.0063,0.01,-0.88,0.079073359,0,31.5746003,-1
2007-1425-1400,2007,1,-1,0,0.318068971,-9.9242,3.1565,4.140909536,-0.0298,-1.82,1.75,-0.046640927,0.166666667,-58.99516742,-40
2007-1433-1338,2007,0,0,-0.007,0.272673297,-1.1284,-5.9295,-5.826459895,0.0392,-7.49,-8.33,0.036602316,-0.225,-15.75188057,-7
2007-1435-1207,2007,0,-1,-0.013,0.137054431,-5.642,-8.0646,-10.40650054,0.0406,-0.71,-0.59,0.091087344,0,-13.28459457,0
2007-1437-1246,2007,0,0,-0.115,0.494733307,-2.2223,1.7172,-5.774181042,0.0405,-0.99,-2.25,0.072370767,0,-58.50743612,-39
2007-1438-1107,2007,1,0,0.019,0.718173702,3.8732,3.1201,1.448224046,0.0024,14.49,12.71,-0.115719697,-0.3,8.797113095,-1
2007-1439-1228,2007,1,0,-0.002,0.478546348,6.9227,-6.5612,-1.386746637,0.0488,0.17,1.17,0.005714286,-0.166666667,-25.11266486,-27
2007-1450-1331,2007,1,-1,-0.022,0.74991445,2.7793,5.0516,0.265694005,0.0241,8.79,7.04,0.1,-0.083333333,4.962278602,-1
2007-1450-1435,2007,0,0,-0.003,0.642284565,-4.348,7.8546,3.269187384,0.0183,0.57,-1.79,0.147058824,0.25,-8.263897849,-5
2007-1457-1332,2007,0,0,0.065,0.374144084,-3.8432,-0.3185,2.726074362,-0.0058,-6.78,-7.5,0.105564388,-0.375,17.29333062,-1
2007-1458-1424,2007,0,0,-0.197,0.789891899,2.8612,6.4358,2.821734091,-0.0403,6.3,1.58,0.015315316,-0.178571429,-31.78100709,13
2008-1116-1314,2008,0,0,0.023,0.157430608,-10.8438,-2.3565,-1.246277105,-0.001,-11.69,-1.39,-0.335091575,-0.3,-140.7304845,-28
2008-1124-1345,2008,0,0,-0.024,0.366122371,5.4939,-8.5003,3.79672901,-0.0083,-1.64,-0.15,-0.057720588,-0.1,-22.16953264,-1
2008-1139-1375,2008,1,0,0.029,0.70555833,2.4518,4.0079,0.567325855,0.0438,5.24,3.85,0.137433155,0.333333333,-6.435291916,-2
2008-1155-1437,2008,0,0,0.034,0.756671706,4.9989,3.3604,5.792531921,0.0204,7.05,1.39,0.087563025,-0.125,-3.953098941,-11
2008-1164-1291,2008,0,0,-0.006,0.166825652,-5.4566,-5.9624,-9.501857051,-0.018,-10.92,-1.08,-0.143561208,0.277777778,16.23085846,3
2008-1165-1390,2008,0,0,-0.031,0.09630906,-1.6858,-14.222,0.715156756,0.0163,-15.55,-11.69,0.043650793,-0.714285714,-27.34054184,-2
2008-1172-1207,2008,1,1,-0.007,0.427121054,0.158,-2.06,-10.02602216,0.0273,6.69,-5.37,0.352941176,0.166666667,-12.92902454,-22
2008-1172-1211,2008,1,1,0.04,0.62096643,0.2773,3.1077,-4.0527517,0.0153,-0.88,-0.49,0.078787879,0.111111111,-29.04929434,-16
2008-1172-1242,2008,0,0,0.085,0.200171655,-8.184,-2.692,-7.583503612,-0.0131,-12.97,-6.54,-0.07,-0.333333333,-46.40816365,-8
2008-1172-1458,2008,1,1,-0.003,0.321445115,0.3549,-5.1159,-2.496922415,0.0268,-5.66,-5.07,-0.027777778,-0.166666666,-21.60246363,-10
2008-1181-1125,2008,1,0,-0.007,0.94711177,7.4562,13.7004,4.720177344,0.028,21.64,12.72,0.064705882,0.3,179.8598823,249
2008-1181-1452,2008,0,0,0.022,0.762900306,4.7855,3.8521,2.619817603,0.0172,3.55,2.12,0.116534181,0.007692308,85.88461981,251
2008-1207-1420,2008,1,0,0.06,0.925392356,0.5714,17.4072,13.5646937,-0.0215,7.18,11.56,-0.255971479,-0.166666667,45.18380355,26
2008-1231-1116,2008,0,0,-0.065,0.63869829,3.8629,0.5555,1.532031219,0.0126,3.3,-0.65,0.114112554,-0.35,-13.25930515,0
2008-1242-1314,2008,1,1,-0.075,0.682146437,2.0674,3.4484,7.555715378,0.0358,2.73,0.08,-0.047948718,0.1,-77.17508242,-16
2008-1242-1424,2008,1,1,-0.069,0.923034803,10.9484,7.846,10.33183325,-0.0068,16.67,4.18,0.178571429,0.5,-2.625592529,7
2008-1243-1425,2008,1,0,-0.018,0.49726322,3.4713,-3.0211,-7.399424309,0.0279,1.9,-0.8,-0.048484848,-0.126984127,-45.34444831,-5
2008-1243-1458,2008,0,0,0.016,0.22744838,-0.1223,-7.93,-6.06106808,0.0083,-3.8,1.06,-0.258080808,-0.388888889,-54.36152816,-14
2008-1257-1129,2008,1,0,-0.008,0.922641026,3.0986,14.3721,2.27510885,0.0359,17.4,10.07,-0.03006536,-0.166666667,102.5049161,24
2008-1257-1328,2008,1,0,0.024,0.754488103,3.1286,4.7364,6.07311205,0.0383,7.03,0.15,0.111111111,-0.125,93.75478622,24
2008-1257-1397,2008,1,0,-0.005,0.573883187,-6.321,7.1646,5.784780917,-0.0141,0.59,0.16,-0.111111111,-0.166666667,61.27668016,18
2008-1266-1246,2008,1,0,0.143,0.817591008,6.3069,4.6499,-3.437804038,0.0347,9.43,1,0.141013825,0.625,9.624049542,24
2008-1272-1242,2008,0,0,0.102,0.391358038,-8.9111,3.9356,-3.007856672,-0.0012,-3.17,-2.44,0.035,-0.1,5.672048617,0
2008-1272-1277,2008,1,1,0.036,0.773294377,-0.6378,8.4577,2.784046004,0.0395,7.41,-1.92,0.227222222,0.233333333,-0.198921715,-86
2008-1272-1280,2008,1,1,-0.008,0.861131611,7.1136,5.8231,-0.303784186,0.0474,10.31,0.02,0.257941176,0.4,57.91413172,8
2008-1272-1417,2008,1,0,0.006,0.511189838,-4.1619,3.4791,3.625508098,0.0013,2.02,-1.95,0.043461538,-0.009090909,17.78328974,-31
2008-1272-1426,2008,1,1,0.026,0.981136085,11.2345,16.7807,4.442650501,0.058,26.6,10.38,0.329242424,0.15,87.29506309,12
2008-1274-1400,2008,0,0,0.06,0.20154926,-8.3354,-2.5274,-3.586164744,-0.0313,-5.75,-1.46,-0.145510836,-0.075,-112.9668793,-41
2008-1277-1338,2008,1,0,-0.027,0.566541945,-1.6066,3.2064,3.700697934,-0.0283,0.7,-0.16,0.007507508,-0.19047619,50.87762221,86
2008-1280-1332,2008,1,0,0.069,0.481905068,-12.9611,10.7993,4.102065218,0.0069,1.74,-1.91,0.128308824,0.3,-1.483564591,-8
2008-1314-1257,2008,1,0,-0.003,0.611998249,9.0509,-4.2332,-4.317538463,-0.0299,5.17,0.12,0.206837607,0.4,49.68052536,4
2008-1314-1291,2008,1,0,-0.047,0.964544933,20.0229,5.0815,2.172486865,-0.0157,27.76,13.24,0.347360483,0.4,169.1140163,28
2008-1314-1450,2008,1,0,-0.03,0.6469872,4.7166,0.2867,-2.155937633,-0.0288,7.82,1.77,0.169377289,0.122222222,140.544251,27
2008-1323-1206,2008,1,0,0.051,0.732123672,5.5444,2.2605,0.720111476,0.0011,10.08,7.78,0.05543672,-0.196428571,19.4076354,-15
2008-1338-1331,2008,1,0,0.013,0.697078005,11.404,-4.3147,-2.201454037,0.0156,9.91,8.1,-0.032760033,0.19047619,17.14987661,10
2008-1340-1242,2008,0,-1,0.106,0.028979502,-13.9607,-12.4553,-8.43839537,-0.0395,-25.18,-11.21,-0.203333333,-0.5,-76.76427149,-12
2008-1345-1462,2008,0,0,0.003,0.454532107,-4.692,2.7111,-7.665824594,0.0528,-4.07,0.43,-0.085691574,-0.177777778,-4.941193898,-1
2008-1360-1163,2008,1,0,-0.01,0.166304753,-13.5859,1.1184,-6.250328951,0.0293,-12.15,-5.31,-0.094949495,0.2,-137.3952893,-90
2008-1386-1328,2008,0,0,-0.048,0.481280949,6.2939,-6.0706,0.94530764,0.0174,-2.34,-3.87,0.023529412,0.041666667,10.68936305,12
2008-1388-1274,2008,0,0,-0.017,0.530568516,-2.9752,3.4672,5.684812535,0.0331,-0.99,-6.77,0.107352941,0.175,14.69882166,1
2008-1390-1266,2008,1,0,-0.006,0.582058597,0.8878,1.4466,1.253771773,-0.0666,-2.31,-1.14,0.070634921,0.089285714,-3.152301976,-22
2008-1396-1277,2008,0,0,-0.022,0.291680674,-1.4099,-4.9574,-1.524504822,0.0098,-8.16,-3.11,-0.077777778,-0.222222223,-21.68168613,-98
2008-1397-1110,2008,1,0,0.083,0.904206738,8.2131,8.858,-1.376598934,0.0754,20.28,11.84,0.191919192,0.666666667,12.22740026,6
2008-1397-1139,2008,1,0,-0.018,0.568646482,2.7541,-0.3969,-2.759648259,0.0178,5.41,5.2,-0.04248366,-0.166666666,21.88712121,6
2008-1400-1122,2008,1,0,-0.029,0.953176383,15.2286,7.8694,8.130292202,-0.0194,20.34,13.83,0.100300752,0.2,99.3455635,39
2008-1400-1272,2008,0,-1,-0.064,0.350335964,6.7293,-9.2958,-3.561528118,-0.0153,-5.6,2.83,-0.141842105,-0.2,27.06890333,29
2008-1400-1390,2008,1,0,-0.058,0.540118715,7.0194,-4.5861,0.251812714,0.0447,1.82,1.64,0.035380117,-0.014285714,81.288641,39
2008-1401-1140,2008,1,0,0.01,0.565818839,4.3059,-1.9437,-2.864065559,-0.0034,4.38,6.13,-0.097936508,0.214285714,1.424395501,-1
2008-1401-1417,2008,0,-1,-0.028,0.205101331,-7.0822,-3.1383,1.27740309,-0.0521,-5.51,-0.25,-0.233760684,-0.194805195,-47.76574383,-43
2008-1417-1290,2008,1,1,0.032,0.995237263,23.8288,14.9394,12.14344123,0.0439,36.99,17.21,0.358508159,0.48051948,69.67650837,43
2008-1417-1462,2008,1,1,0.015,0.747440737,2.9224,4.8217,-1.818542736,0.0509,4.54,2.24,0.0993763,0.131313131,42.92825887,41
2008-1424-1245,2008,1,0,0.003,0.447360415,3.1892,-4.2636,-3.466871657,0.0235,2.76,3.61,-0.062857143,-0.166666667,63.49299898,4
2008-1435-1373,2008,0,0,-0.047,0.64745188,4.3095,0.3907,4.958093215,-0.0679,6.9,7.16,0.029411764,-0.066666667,13.88623217,10
2008-1437-1242,2008,0,-1,0.055,0.069816897,-14.1793,-5.6958,-14.27021086,-0.0171,-15.9,-0.51,-0.292857143,-0.375,-45.87607289,-1
2008-1437-1373,2008,1,0,-0.055,0.649673772,0.5156,3.8559,-1.383145187,-0.0352,6.94,9.31,-0.069915967,-0.041666667,12.08593658,11
2008-1443-1179,2008,1,1,0.012,0.28344095,-9.8773,1.9089,4.049981535,0.0019,-4.74,-3.91,-0.035353535,-0.133333333,-8.938869464,0
2008-1443-1360,2008,1,1,0.042,0.775902018,9.5803,-0.2194,6.16452175,0.0194,5.95,-1.21,0.211111111,0.266666667,14.22289524,0
2008-1443-1417,2008,0,0,0.014,0.14049805,-6.7037,-6.5571,0.619186449,-0.0149,-12.37,-7.47,-0.072649573,-0.242424242,-55.30937265,-43
2008-1450-1323,2008,1,0,0.016,0.629919089,-0.757,4.2929,1.450819376,0.0341,0.2,-0.68,0.063722944,0.349206349,-31.98888046,-7
2008-1450-1457,2008,1,0,0.05,0.870936247,16.6156,-1.8576,3.980454254,-0.0004,12.74,7.8,0.136806723,0.206349207,1.527723437,1
2008-1452-1112,2008,1,0,0.002,0.454200875,-4.2508,2.3646,-1.704341112,0.0146,3.42,-3.06,0.124642289,0.192307692,92.82769725,0
2008-1452-1462,2008,0,0,0.005,0.38619891,-3.0851,-0.538,-4.091229033,0.0369,0.8,1.69,-0.108108108,-0.085470086,85.85474204,-2
2008-1458-1168,2008,1,0,0.128,0.926446979,1.2016,16.3451,5.729700507,-0.0388,13.95,9.79,0.112626263,0.033333333,49.43217012,14
2008-1462-1208,2008,1,0,-0.007,0.848622995,10.9911,2.0818,7.795877872,-0.0118,17.24,7.64,0.168412162,0.177777778,11.90273585,2
2009-1106-1287,2009,0,0,-0.024,0.431843495,-0.6006,-1.4097,8.841982273,-0.0057,-2.99,-7.59,0.163888889,0.095238096,9.874523886,0
2009-1112-1156,2009,1,0,0.001,0.600157627,12.3583,-8.0841,1.645367688,-0.0283,4.91,6.68,-0.144247105,-0.119047619,-27.03796653,0
2009-1112-1257,2009,0,0,0.041,0.22280955,8.5566,-15.5232,-6.336808301,-0.0238,-8.99,0.39,-0.263166024,0.014285714,-123.0251877,-29
2009-1113-1393,2009,0,0,-0.02,0.494255452,-1.3614,0.9621,1.884009481,0.0084,-0.54,-1.66,0.001052632,-0.077777778,-124.3598676,-125
2009-1113-1396,2009,1,0,0.004,0.71432805,7.7205,-0.2972,4.752757164,0.0136,7.65,3.92,0.032941176,0.033333333,-21.67568856,-1
2009-1139-1261,2009,0,1,0.005,0.559008758,-0.5681,2.121,2.743189319,-0.0201,-1.8,-1.2,0.090357143,-0.4,-18.67896765,1
2009-1140-1401,2009,0,0,-0.026,0.693112072,1.5651,4.2734,7.33097312,0.0436,4.6,-1.98,0.086096256,-0.1,-1.60666629,1
2009-1143-1268,2009,0,0,-0.126,0.599617387,8.0834,-4.2157,6.038055721,-0.0312,2.2,-1.78,0.074632035,-0.555555556,-9.503390784,-72
2009-1151-1163,2009,0,0,-0.005,0.020078665,-7.7381,-20.269,-11.26361389,-0.0121,-28.42,-11.7,-0.364761904,-0.8,-151.4520327,-90
2009-1163-1277,2009,0,0,0.008,0.656834771,1.3783,3.0593,6.442008586,-0.0202,4.46,-0.8,0.033333333,0.085714286,53.52283794,-12
2009-1163-1401,2009,1,0,0,0.837569172,0.7775,10.2819,7.391862196,0.0019,11.65,2.44,0.192156862,0.3,123.1313183,90
2009-1165-1281,2009,0,-1,-0.024,0.097067374,-6.1309,-10.0912,0.680566041,-0.0443,-16.85,-10.73,-0.128013582,-0.227272727,-30.49193637,1
2009-1169-1272,2009,0,-1,-0.094,0.031976705,-8.6845,-14.2524,-5.561220176,-0.028,-18.27,-4.77,-0.327114211,0,-93.55819545,-32
2009-1181-1127,2009,1,0,-0.008,0.952878825,16.138,6.665,-0.033665313,0.0287,23.37,14.69,0.056756757,0.222222222,196.451643,252
2009-1181-1400,2009,1,0,-0.01,0.706019521,8.0577,-0.7659,0.173367977,0.0401,5.27,0.98,0.151042471,0.288888889,92.2091397,206
2009-1211-1103,2009,1,0,-0.098,0.896289325,14.1962,2.2492,8.410926331,0.0296,14.58,5.56,0.189542484,0.06060606,67.89646649,21
2009-1211-1443,2009,1,0,-0.071,0.886182051,6.2263,8.9631,8.110992472,0.0374,14.27,4.78,0.111764706,0.012987013,61.86355529,21
2009-1228-1443,2009,0,0,-0.02,0.800292419,-5.2857,14.1267,4.020871747,0.0105,10.7,7.96,-0.047058824,0.119047619,41.52161356,28
2009-1242-1173,2009,1,1,0.03,0.82596055,10.2814,1.5171,8.038403152,-0.0263,10.86,6.14,0.005714286,-0.142857142,66.78412909,32
2009-1257-1277,2009,0,0,-0.042,0.588558118,-3.1563,4.8175,5.925477594,0.0273,3.16,-0.96,-0.005405405,-0.014285714,23.81881997,-74
2009-1257-1373,2009,1,0,-0.042,0.833278232,-2.4132,12.6854,6.650846898,0.0052,12.82,7.42,0.068880309,0.5,85.57764104,28
2009-1266-1429,2009,1,0,0.003,0.71506064,1.2058,5.5362,-8.114427965,0.0431,5.73,7.8,-0.16,-0.166666667,-46.83121408,-5
2009-1268-1272,2009,0,-1,0.028,0.090036516,-0.792,-13.9894,-9.756668547,-0.0162,-9.82,4.36,-0.311814672,-0.111111111,8.567522372,39
2009-1272-1281,2009,0,0,-0.025,0.77407602,-3.8595,10.6712,2.300967113,-0.0077,1.36,-2.09,0.095874822,-0.06060606,57.33966064,33
2009-1276-1155,2009,1,0,0.042,0.341326384,-5.3983,0.0267,-3.208020141,-0.0067,-3.66,3.15,-0.144107143,-0.178571429,-5.588605973,-1
2009-1276-1328,2009,0,-1,-0.031,0.273190863,-5.7202,-1.9369,-8.10141042,0.0121,-6.17,2.86,-0.246190476,-0.206349207,1.117248566,-1
2009-1277-1242,2009,1,-1,0.021,0.514448791,-1.7394,1.805,-6.909082022,0.01,-0.31,1.47,0.097142857,0.285714285,13.27067316,70
2009-1277-1425,2009,1,0,-0.012,0.656461399,2.8341,1.8941,-2.0159605,0.0084,3.62,0.22,0.245714286,0.089285714,45.0714508,97
2009-1278-1400,2009,0,0,-0.012,0.445281959,-4.1747,2.1426,0.022485579,0.0116,-3.51,-0.9,-0.011774892,-0.1,-6.937063696,-46
2009-1281-1163,2009,0,1,0.001,0.341574726,0.0324,-4.2588,-2.575300857,0.0642,-2.61,-1.85,-0.085964912,-0.072727273,-113.9232272,-91
2009-1281-1266,2009,1,1,0.026,0.555781718,-3.9127,4.7429,6.125611659,0.0227,4.5,-1.15,0.084511278,0.393939394,24.18769517,0
2009-1287-1257,2009,0,0,0.042,0.042187631,-6.0396,-15.5845,-9.483279866,-0.0427,-24.01,-12.02,-0.283483484,-0.128571429,-128.3927378,-29
2009-1295-1242,2009,0,-1,-0.032,0.201189281,-0.0152,-9.6228,-5.027611013,0.0109,-11.84,-10.62,0.072900433,0.238095238,-70.21788724,-33
2009-1314-1211,2009,1,0,0.051,0.593214177,6.456,-2.5652,-4.696212431,-0.0116,7.51,4.8,0.051393189,0.195804196,91.05336071,28
2009-1314-1261,2009,1,0,-0.047,0.843007675,12.8795,0.8873,1.992893344,-0.005,13.59,5.08,0.166015038,0.523076923,119.4030997,49
2009-1314-1277,2009,1,0,-0.044,0.647739082,11.0459,-4.7555,3.770207635,0.0092,7.75,-1.02,0.063157895,0.208791209,67.77304823,-54
2009-1314-1328,2009,1,-1,-0.051,0.65945015,5.3796,0.2302,-3.109486074,0.0111,7.39,1.47,0.079824562,0.145299145,133.0252176,48
2009-1314-1347,2009,1,0,0.03,0.967980301,20.6568,5.8539,3.413279759,0.0477,30.01,12.72,0.244976077,0.923076923,166.357541,49
2009-1314-1437,2009,1,0,-0.014,0.673093164,9.9145,-3.0832,2.816834934,-0.0067,8.01,-0.37,0.115789474,0.256410256,113.461507,33
2009-1326-1373,2009,0,0,-0.015,0.61361638,2.9124,0.7037,5.277234168,-0.0277,4.43,7.24,-0.125714286,0.55,16.33744417,21
2009-1328-1288,2009,1,1,0.017,0.923930624,17.2081,1.9168,7.747622594,0.0065,20.36,13.41,0.114761904,0.152777778,5.745213244,1
2009-1338-1190,2009,1,0,0.096,0.946208068,14.8076,7.188,3.756636413,-0.0019,18,10.48,0.129738562,0.125,29.56160739,12
2009-1338-1329,2009,1,0,0.023,0.804320968,7.0408,3.909,2.64669154,-0.0094,7.43,1.17,0.194444444,0.069444444,31.91071267,13
2009-1345-1163,2009,0,0,-0.041,0.330800185,-2.8385,-2.2227,-3.016245498,0.0401,-5.73,-1.4,-0.173873874,-0.133333333,-123.2768044,-89
2009-1345-1320,2009,1,0,-0.007,0.807176309,0.2866,9.4783,3.026474764,0.0371,10.81,4.93,0.00063593,0.095238096,22.80063996,2
2009-1345-1449,2009,1,0,-0.011,0.503751532,-1.3635,1.2169,3.8169338,0.0206,-0.34,-1.02,-0.014826255,0.333333334,-9.453583998,-9
2009-1352-1277,2009,0,0,-0.006,0.070140889,-10.7881,-7.8958,2.14568203,0.0209,-18.41,-14.6,-0.142857143,-0.214285714,-88.1726913,-103
2009-1393-1328,2009,0,-1,-0.02,0.491287505,0.534,-0.6791,-1.707160828,-0.0149,-0.83,2.6,-0.104385965,0,143.8615388,124
2009-1393-1372,2009,1,-1,0.067,0.849709264,19.9681,-5.823,3.105314685,-0.012,16.14,12.69,-0.027302632,-0.055555555,166.9817405,125
2009-1397-1329,2009,0,0,0.043,0.457146914,0.5478,-1.6828,-3.471386464,-0.0222,-0.18,0.27,-0.005882353,0.069444444,19.74121445,11
2009-1417-1433,2009,1,0,0.073,0.773584726,10.2366,-0.2117,-2.069961032,0.0104,10.94,7.84,0.03277311,0.321428571,53.21512105,63
2009-1425-1130,2009,1,0,0.096,0.667989769,-3.7082,8.1097,2.276385843,0.0103,3.73,1.92,-0.03394958,0.225,-2.912344935,-4
2009-1428-1112,2009,0,0,-0.019,0.601083304,-7.595,9.3699,7.447972974,-0.0391,0.71,-3.08,0.133277311,0.119047619,9.106136364,0
2009-1437-1110,2009,1,0,0.059,0.877867659,8.0233,6.4495,-5.025304943,0.033,17.5,14.21,0.009868421,0.666666667,2.663618884,15
2009-1437-1181,2009,1,0,-0.03,0.41758219,-5.2802,2.0651,0.783371004,-0.0163,-2.65,-0.35,-0.009388336,-0.222222222,-151.9356205,-236
2009-1437-1338,2009,1,0,-0.031,0.304638699,-7.8575,0.7815,-2.961495953,0.002,-3.76,0.11,-0.047076023,0.041666667,0.509183522,3
2009-1437-1417,2009,1,0,-0.014,0.44061946,-6.1792,3.4337,-1.565048498,-0.0171,-1.19,1.53,0.061654135,0.095238096,-18.88218476,-48
2009-1448-1156,2009,0,0,-0.055,0.719676901,5.8739,1.1893,6.781793121,-0.0311,8.66,5.24,0.053356582,-0.233333333,-6.824435276,0
2009-1449-1280,2009,1,0,0.005,0.778466504,4.5087,4.5554,-3.133291259,0.004,7.68,3.57,0.074285714,-0.238095238,2.981392749,6
2009-1452-1173,2009,0,0,0.037,0.863750581,10.5512,3.2051,0.535861636,-0.0164,11.41,6.58,-0.062857143,-0.015873015,99.25670597,4
2009-1458-1199,2009,1,0,0.002,0.519569141,7.4075,-5.8214,-3.566918497,-0.0062,1.06,0.52,-0.134199134,-0.166666667,16.68275377,19
2009-1462-1338,2009,0,0,-0.004,0.238263237,-10.4005,0.6642,2.247932837,-0.0453,-6.76,-3.96,-0.063015873,0.041666667,-19.75057,-6
2009-1462-1340,2009,1,0,0.081,0.867432287,1.6122,11.8106,6.108841567,-0.0393,13.31,7.81,0.07082251,0.066666667,19.17821049,6
2009-1462-1458,2009,1,0,0.007,0.540787557,-2.6789,3.3813,7.70006234,-0.034,2.02,-3.78,0.179913419,0.166666667,-15.85884089,-12
2010-1115-1181,2010,0,-1,0.03,0.008739997,-26.7979,-7.4425,-7.68077439,-0.0345,-33.5,-16.89,-0.303235294,-0.166666667,-220.7134993,-257
2010-1124-1330,2010,1,0,0.01,0.666795144,10.5477,-4.1267,6.760747294,-0.017,6.58,6.25,0.011111111,0.2,-24.13006704,-1
2010-1124-1358,2010,1,0,0.002,0.880706172,7.8413,7.4232,6.468496302,-0.0092,14.26,11.4,0.006565657,-0.133333333,-2.599103039,0
2010-1139-1243,2010,1,1,0.013,0.393245867,-5.7737,1.8838,0.629905969,0.0206,-5.51,-5.2,0.101280228,-0.15,16.52320216,1
2010-1139-1277,2010,1,1,0.033,0.555289604,-1.0452,2.3234,-0.543222501,0.0279,-0.96,-3.09,0.13371266,-0.025,-68.73292433,-122
2010-1139-1393,2010,1,1,0.027,0.356568956,-7.539,2.2605,-7.281975865,0.0114,-7.35,-2.13,0.046917293,-0.114285714,-154.738754,-128
2010-1139-1431,2010,1,1,0.007,0.594593969,2.694,0.2093,-3.714747329,-0.0145,1.71,3.12,0.107177034,0.1,23.56781015,2
2010-1140-1243,2010,0,0,-0.115,0.458385233,1.5995,-2.4052,4.476441156,0.0305,-1.06,-7.28,0.054204205,0.083333333,18.37015365,2
2010-1165-1246,2010,0,-1,-0.011,0.18060548,2.2928,-12.3581,-1.502076204,0.0037,-12.37,-7.73,0.001547987,-0.075757576,-82.38818127,2
2010-1165-1458,2010,1,0,-0.031,0.189871703,0.6759,-10.6579,3.857123184,-0.0102,-9.08,-8.57,0.204099821,0.333333333,-36.91832442,-18
